cert_id,profile_id,cert_name,issuer,issue_date,expiry_date,credential_url,created_at
33a0daa7-f91e-5fcd-85ec-e729d4dd1b56,5bf7dda1-7d7c-59a5-e6c1-1650ff02f5b0,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-02-10,,https://pythoninstitute.org/pcep,2026-07-30 16:39:00
142e3df0-3c28-f5dc-d12d-aea8673d2920,0760801f-9c81-fc46-5bcd-236cc7774fae,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-06-18,,https://pythoninstitute.org/pcep,2026-07-18 01:29:00
267627ca-3625-fc20-47e3-21c2a4bae8bf,80499bbf-76f6-a778-2246-0ac94a7eebc2,Google Data Analytics Professional Certificate,Google / Coursera,2023-09-14,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-09-03 09:21:00
d123f7c1-b7a1-267e-9a1e-00365cbaa496,80499bbf-76f6-a778-2246-0ac94a7eebc2,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-09-14,,https://www.coursera.org/specializations/machine-learning-introduction,2026-09-03 09:21:00
8366c189-cd8d-9f75-1df4-4d3ef26f9b19,ee462fcd-a829-907c-d9be-ccff33a315f3,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-09-05,,https://pythoninstitute.org/pcep,2026-09-05 02:36:00
6c5540f0-cc9c-f41c-8696-99010ddca788,2ecaf629-44e2-2691-92de-d495e4f1e8e8,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-11-13,,https://pythoninstitute.org/pcep,2026-07-26 02:01:00
dc432ed5-64ca-a1c7-58e7-edf880a23721,2ecaf629-44e2-2691-92de-d495e4f1e8e8,Meta Front-End Developer Professional Certificate,Meta / Coursera,2026-05-28,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-07-26 02:01:00
5ae86d18-48dc-1e26-c7c2-564afab8328f,ce40483b-7915-ad7e-2648-c819bd1116ee,Google Data Analytics Professional Certificate,Google / Coursera,2025-08-10,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-19 06:31:00
4282b6e4-6986-305a-5da3-f9cf4ed0730d,efd1b588-1054-b2d5-1876-35761a5ed196,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2025-12-19,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-09-09 10:50:00
94c176b9-0ac0-13d5-f805-90f002493a09,ba23b07a-703c-1286-b717-14cd200291bb,Cisco Certified Network Associate (CCNA),Cisco,2025-11-27,2028-11-26,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-07-03 01:50:00
16e827b0-c552-f3c5-5f13-fb9827ad8d51,ba23b07a-703c-1286-b717-14cd200291bb,Docker Certified Associate,Docker / Mirantis,2024-11-30,,https://training.mirantis.com/,2026-07-03 01:50:00
9e5f8273-af9a-1168-1766-17957ffab493,ba23b07a-703c-1286-b717-14cd200291bb,Machine Learning Specialization,DeepLearning.AI / Coursera,2026-02-22,,https://www.coursera.org/specializations/machine-learning-introduction,2026-07-03 01:50:00
a0154d65-91ed-554a-3fae-ef01a8290f3c,df9d3910-2dbb-45bd-2138-e2e6f013a170,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-11-06,,https://pythoninstitute.org/pcep,2026-07-25 12:22:00
6605de3c-15c7-bc83-4336-ffe5663166a7,b3edd6ed-b089-4de4-e626-7164d3616b3a,AWS Certified Cloud Practitioner,Amazon Web Services,2025-01-18,2028-01-18,https://aws.amazon.com/certification/certified-cloud-practitioner/,2026-07-06 04:40:00
e267e12b-65e5-f13f-7086-9a454a8abb17,3b1d0181-9cc3-c1f5-9129-bc759b08e5a8,Google Data Analytics Professional Certificate,Google / Coursera,2025-07-10,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-12 08:29:00
7702beba-0623-ffbf-1e42-d2b800679b62,da948e70-2537-41e4-0966-8d0859595d27,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-07-02,,https://pythoninstitute.org/pcep,2026-08-08 20:18:00
42e17302-2ce6-f908-cece-a5d35ea909ef,fbcbd6ec-86c2-ad8f-bb36-07b0baed6f49,Machine Learning Specialization,DeepLearning.AI / Coursera,2024-01-31,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-06 00:52:00
fabb6609-7de1-7a85-11c4-194a70c98336,96b6a287-ac00-f929-bbfb-f76c3de667f9,CompTIA Security+,CompTIA,2025-08-03,2028-08-02,https://www.comptia.org/certifications/security,2026-09-09 09:21:00
8bbf1b30-9372-92e6-af20-6a9df9d18507,638644e0-7d3e-5830-3d0d-5c8f97cb4585,Deep Learning Specialization,DeepLearning.AI / Coursera,2025-11-28,,https://www.coursera.org/specializations/deep-learning,2026-09-03 03:13:00
36965c84-cb08-b605-f6f6-1488d62015f0,638644e0-7d3e-5830-3d0d-5c8f97cb4585,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2024-10-13,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-09-03 03:13:00
461de017-1ee9-2d3b-102f-4f5c55e39295,638644e0-7d3e-5830-3d0d-5c8f97cb4585,AWS Certified Cloud Practitioner,Amazon Web Services,2025-08-12,2028-08-11,https://aws.amazon.com/certification/certified-cloud-practitioner/,2026-09-03 03:13:00
38efa3bc-9457-f388-6f2a-ec8a53c9aacb,ad463549-bf41-13cb-32e1-5f176b47ed61,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-11-22,,https://pythoninstitute.org/pcep,2026-07-30 12:45:00
014cc3a1-e5f3-d466-92de-0df8e9ebd446,ad463549-bf41-13cb-32e1-5f176b47ed61,"Oracle Certified Associate, Java SE Programmer",Oracle,2026-03-03,,https://education.oracle.com/,2026-07-30 12:45:00
c190b0cf-9736-bb4f-f5c8-ce3ceee31d47,5b7e24ca-722b-4439-3869-d3c9d743b5a8,Cisco Certified Network Associate (CCNA),Cisco,2026-03-20,2029-03-19,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-07-26 04:54:00
6cc0067f-141f-746e-fb29-ff362155fba8,f4852088-e97f-b025-a2e1-17986b65450b,Google Data Analytics Professional Certificate,Google / Coursera,2025-05-30,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-09-07 06:48:00
c1e0a4a1-7bf8-20f6-c652-3c3d04d07f29,f4852088-e97f-b025-a2e1-17986b65450b,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2026-02-24,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-09-07 06:48:00
813a3aa5-7d81-0c21-7f76-4fcea97ef131,fa549893-e476-231a-ecdf-d364bdce7f65,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-12-09,,https://pythoninstitute.org/pcep,2026-08-13 15:50:00
6ed338be-4cc6-d67e-cddb-3f9e81300e68,e90f4137-15be-bdd0-97b0-27ce4fe5c13b,Google Data Analytics Professional Certificate,Google / Coursera,2024-11-22,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-22 09:40:00
a3922a4e-4f2c-386f-627b-0edd8d7f9371,23fbc01f-d7be-7b4f-b967-6dc6d6fdd1a5,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-03-02,,https://www.coursera.org/specializations/machine-learning-introduction,2026-07-17 02:48:00
db8ec35b-3c83-861e-ddf0-a0a288efe82b,23fbc01f-d7be-7b4f-b967-6dc6d6fdd1a5,CompTIA Security+,CompTIA,2025-11-26,2028-11-25,https://www.comptia.org/certifications/security,2026-07-17 02:48:00
7c360908-8f94-2977-b582-ef0cfd2336f4,8e978ce1-1864-3b6a-12b3-c5eb41980029,Tableau Desktop Specialist,Tableau / Salesforce,2024-08-02,,https://www.tableau.com/learn/certification,2026-08-30 21:05:00
0b8b56f7-ead4-4e11-1397-a29f8d0df6f6,f455af73-c0a7-ad9c-a5ac-cd5a48f18eed,CompTIA Security+,CompTIA,2026-04-27,2029-04-26,https://www.comptia.org/certifications/security,2026-08-10 08:22:00
bb27f6bc-9888-f0d9-9423-251ebcb12a00,1ddea07d-651a-6277-017f-319f04961795,Cisco Certified Network Associate (CCNA),Cisco,2023-10-22,2026-10-21,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-08-22 07:27:00
3ecd0888-01af-b939-c4df-5b8dc4eb8e5d,ad4b24ec-5b67-3a25-42c4-5041e1831003,Tableau Desktop Specialist,Tableau / Salesforce,2025-06-03,,https://www.tableau.com/learn/certification,2026-07-09 20:31:00
aabb6cac-48d7-5165-4c98-7a1b59afb1d1,cfd42949-e33e-a976-5862-5813b28d7506,Cisco Certified Network Associate (CCNA),Cisco,2025-04-11,2028-04-10,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-07-11 10:15:00
d8a5aa52-157b-0495-722b-e4aa68208025,1d59598c-174d-6b87-41d6-676a61cb78c3,CompTIA Security+,CompTIA,2024-12-29,2027-12-29,https://www.comptia.org/certifications/security,2026-09-08 14:44:00
5f90ee57-2472-2a76-f7c9-0c89c86aed73,1d59598c-174d-6b87-41d6-676a61cb78c3,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2026-01-06,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-09-08 14:44:00
9262c536-e14e-21f7-14f1-6d9255af47da,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Tableau Desktop Specialist,Tableau / Salesforce,2025-06-30,,https://www.tableau.com/learn/certification,2026-07-29 16:59:00
f530c98d-6c7f-7bef-b086-47e1fa647958,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2025-04-27,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-29 16:59:00
4f90f91a-5448-10de-2a1b-76e3326684ff,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Google Data Analytics Professional Certificate,Google / Coursera,2025-03-09,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-29 16:59:00
2db4e428-3ef7-839f-8df4-097bd8f80018,1182e8e7-c907-0c97-3385-db3be893786d,Google Data Analytics Professional Certificate,Google / Coursera,2025-08-20,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-09-16 08:38:00
482702f0-4caa-568b-c523-b4e9022f46bb,44b1a1ee-7948-36f2-7eaa-b0a1f4ac27ef,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2025-02-14,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-27 16:29:00
7daf76e7-e115-d52b-91b8-ff07e9099654,0835075f-2d79-8f3e-8d8b-4c60acc54c62,Microsoft Office Specialist: Excel Associate,Microsoft,2024-09-28,,https://learn.microsoft.com/en-us/credentials/,2026-07-26 11:22:00
1752815c-bcbf-1583-0a01-75e5937d6fb1,0835075f-2d79-8f3e-8d8b-4c60acc54c62,Docker Certified Associate,Docker / Mirantis,2023-12-29,,https://training.mirantis.com/,2026-07-26 11:22:00
8aad0665-ef30-141d-3505-c5639fea97cc,2babba12-294f-513f-d770-a46e4775d7ab,Elements of AI,University of Helsinki,2025-07-10,,https://www.elementsofai.com/,2026-07-17 03:14:00
7b2e00e6-c802-8d0e-dcc7-eb514598ab17,cab21438-8557-ec6c-0a23-b722c2afba28,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-01-08,,https://pythoninstitute.org/pcep,2026-08-06 09:48:00
47c58839-c42c-d0ba-622c-636fe713f930,238c8712-eccf-3b91-e352-09a0d5de293b,Google Data Analytics Professional Certificate,Google / Coursera,2024-10-03,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-06 08:52:00
ccee6b1c-727d-da84-8e02-3ef0015ce9f4,0d6ed01e-f1ef-a963-2dfc-6b9c794febef,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2025-07-30,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-09-14 23:48:00
34cb7b9a-9338-82b3-20fa-15b70a054950,0d6ed01e-f1ef-a963-2dfc-6b9c794febef,Deep Learning Specialization,DeepLearning.AI / Coursera,2025-11-24,,https://www.coursera.org/specializations/deep-learning,2026-09-14 23:48:00
e1bb7399-c7c4-32a0-c3af-3d93c0476d80,0244e4d7-5ac2-a176-66ed-ef302fa80808,Machine Learning Specialization,DeepLearning.AI / Coursera,2024-10-06,,https://www.coursera.org/specializations/machine-learning-introduction,2026-07-12 03:03:00
a13ecf15-72cf-bb0e-5db2-f6cee5190530,00231f70-0a77-b5cc-2e87-46510c2ca7fa,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-08-12,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-07 01:06:00
1271c873-24bd-e1a8-11c7-bec93016cecc,a1f78157-58f3-4359-a60d-a1aa005bbf73,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-11-18,,https://pythoninstitute.org/pcep,2026-08-03 13:33:00
858117a1-1789-26f3-f91e-8b9b45967e76,23ac64e5-d1aa-ab53-c755-66c2dde4cd87,Cisco Certified Network Associate (CCNA),Cisco,2026-02-23,2029-02-22,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-08-23 17:16:00
ef1e4acf-2b72-9d66-504f-de7c746e49a8,961b9221-7a19-9807-61d2-1319cbcb3293,Elements of AI,University of Helsinki,2026-04-28,,https://www.elementsofai.com/,2026-07-05 18:54:00
5d0314d8-9396-4405-47b5-c4cd11730df2,961b9221-7a19-9807-61d2-1319cbcb3293,Docker Certified Associate,Docker / Mirantis,2026-02-18,,https://training.mirantis.com/,2026-07-05 18:54:00
4c01f701-c0d0-2553-f69f-239b578e911f,108134dc-5427-0925-66ca-0baf3310880a,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2024-03-08,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-07-29 08:58:00
b42e8714-a515-81ba-d206-e99ae8724434,4e954929-e58b-2d2d-4d4c-3b8004251c71,Docker Certified Associate,Docker / Mirantis,2025-06-06,,https://training.mirantis.com/,2026-08-28 23:07:00
a2307350-5047-1a3d-e3c4-43f16010ab93,a097efe3-c31d-b215-d7d0-dc99645ae8ee,Google Data Analytics Professional Certificate,Google / Coursera,2024-03-26,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-09-09 14:25:00
e754d4c3-0298-8dd2-4c7b-34e22e07cb63,a097efe3-c31d-b215-d7d0-dc99645ae8ee,Tableau Desktop Specialist,Tableau / Salesforce,2025-09-07,,https://www.tableau.com/learn/certification,2026-09-09 14:25:00
fe65b782-57c2-6cfd-f9d5-9f7f1e014975,a097efe3-c31d-b215-d7d0-dc99645ae8ee,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2026-05-30,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-09-09 14:25:00
9e33bdbc-f00d-5a65-5fb8-4f18d7d3ce21,62b61594-10f4-c941-8fc7-ad793b8ede31,Elements of AI,University of Helsinki,2025-11-27,,https://www.elementsofai.com/,2026-07-28 12:30:00
02a95064-d351-1e95-0c3e-dd5c39590149,62b61594-10f4-c941-8fc7-ad793b8ede31,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2026-06-04,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-07-28 12:30:00
b0067b61-dc83-f96f-52a6-e3d4fe58a970,62b61594-10f4-c941-8fc7-ad793b8ede31,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2025-12-30,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-28 12:30:00
9f4325f4-b352-1505-e864-6e0c80d458b9,87e81b25-a971-5404-79ea-e46107516daa,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2026-01-25,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-09-09 11:52:00
014d9829-4e4a-516f-7d05-955b0d9e1328,6e43b319-f929-9271-b220-58f9bdb2fd9e,Machine Learning Specialization,DeepLearning.AI / Coursera,2026-05-31,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-19 06:48:00
0cc66163-002a-0e3d-d588-3c8fa9065c79,6e43b319-f929-9271-b220-58f9bdb2fd9e,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-02-03,,https://pythoninstitute.org/pcep,2026-08-19 06:48:00
272c7482-0002-572a-1130-38f51d5d8f65,9490029d-3e1e-0693-c960-b8514d696e19,Docker Certified Associate,Docker / Mirantis,2025-06-17,,https://training.mirantis.com/,2026-09-09 04:18:00
d8c80184-0994-3e76-1d4e-2772401fb5a6,71c966b3-9eb0-3954-a83d-b2dfe4aa212a,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2024-11-14,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-08-30 00:38:00
a19c7caf-9b45-c430-5fd3-92e2c36b0890,71c966b3-9eb0-3954-a83d-b2dfe4aa212a,Google Data Analytics Professional Certificate,Google / Coursera,2025-05-07,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-30 00:38:00
9d9b72b9-e5ab-686c-1e34-c29a701dadb0,0843280a-07ac-a3fe-a73a-366e43577225,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2026-06-04,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-08-12 11:01:00
eb068b1e-6fc0-174f-57d7-14f13192c29c,0843280a-07ac-a3fe-a73a-366e43577225,Deep Learning Specialization,DeepLearning.AI / Coursera,2026-02-03,,https://www.coursera.org/specializations/deep-learning,2026-08-12 11:01:00
ccb1dc1e-47db-f6a2-03e3-0f78e85fda55,7fb866b2-0573-3d10-1d3e-be5bf3fac150,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-05-27,,https://pythoninstitute.org/pcep,2026-08-08 11:53:00
d8fbfda5-1f09-bd6b-bba8-e16689f9c43e,343c1752-3caa-a31e-13d3-c72682d33948,CompTIA Security+,CompTIA,2025-05-31,2028-05-30,https://www.comptia.org/certifications/security,2026-07-11 06:54:00
32ccf39d-8914-bc96-5cb2-703335e0edd6,c610024b-20c8-667f-b46f-014565e92e49,Google Data Analytics Professional Certificate,Google / Coursera,2025-02-17,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-09-02 05:30:00
3b59475e-c88a-9a74-00af-085d2b088fcd,b3932fb8-4fd4-c793-016f-2931fa1b1bac,Meta Front-End Developer Professional Certificate,Meta / Coursera,2026-04-17,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-08-28 20:17:00
decceaea-622b-3588-c275-da34881e40c6,a5448d55-13c7-f140-ea22-4efd65ef2c84,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-05-25,,https://www.coursera.org/specializations/machine-learning-introduction,2026-07-06 16:12:00
ef263a84-f2bd-509b-564d-36b601c7ea8b,a5448d55-13c7-f140-ea22-4efd65ef2c84,Google Data Analytics Professional Certificate,Google / Coursera,2026-03-02,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-06 16:12:00
b647d58d-ba68-f429-49af-50009c83cfae,bf2c1fd1-f34a-b83d-2f16-0f3d05baec78,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-03-25,,https://pythoninstitute.org/pcep,2026-07-15 15:32:00
076f3b07-a2ec-377a-305a-1bef690903c4,8e72d17c-48ac-dcf8-f92d-edcdc05afd94,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-03-29,,https://pythoninstitute.org/pcep,2026-07-17 21:55:00
2886825e-b741-12a5-f1dd-e1f64e8172da,ddf7d263-6806-5678-ad47-8200ae991937,Microsoft Office Specialist: Excel Associate,Microsoft,2024-12-14,,https://learn.microsoft.com/en-us/credentials/,2026-07-10 23:14:00
c7d4a10f-8eec-22a4-f966-f9c21796b7b1,d30606ae-69ed-5072-bb81-c774c67651b3,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-01-01,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-09 04:35:00
d9fafbb9-d8a7-12cb-8374-c273cc707551,d30606ae-69ed-5072-bb81-c774c67651b3,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2026-02-21,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-08-09 04:35:00
e75ec164-b595-0807-ac30-211d9482e11e,7cbff645-cb61-716c-dd91-cf6bb1020282,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-07-25,,https://pythoninstitute.org/pcep,2026-09-17 05:26:00
be8b15f3-b7e1-c9a2-64cc-7a90d0b66c10,7cbff645-cb61-716c-dd91-cf6bb1020282,Microsoft Office Specialist: Excel Associate,Microsoft,2024-03-22,,https://learn.microsoft.com/en-us/credentials/,2026-09-17 05:26:00
25376857-3749-af64-cfc0-1fbca5dc733d,0413d049-52a0-628b-2b25-a58af5953b2e,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-02-13,,https://pythoninstitute.org/pcep,2026-09-04 08:54:00
1dcb2fbf-f1aa-b637-72ab-e7ffc8b8547b,dbfeed4a-5ff5-40ca-9038-ab45916d9a42,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-06-30,,https://pythoninstitute.org/pcep,2026-09-19 02:00:00
2f1835b1-39a9-0a45-104b-5372816ea5c2,8974e16a-2ef0-963c-1106-2a357d10bf9f,"Oracle Certified Associate, Java SE Programmer",Oracle,2025-10-08,,https://education.oracle.com/,2026-08-07 03:18:00
d9ebb495-5d7e-cb5f-2b47-86c5fde02b7a,ee7ae3bb-5034-0715-1706-c3cdda440dee,Google Data Analytics Professional Certificate,Google / Coursera,2024-03-30,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-26 14:08:00
853b0173-fb66-bcaf-47be-30eb836fad38,ee7ae3bb-5034-0715-1706-c3cdda440dee,CompTIA Security+,CompTIA,2025-07-05,2028-07-04,https://www.comptia.org/certifications/security,2026-07-26 14:08:00
581f03df-7e71-bda8-1012-8b960fc64cf0,3baada26-af83-8c06-caa5-d22a6ed7149f,Google Data Analytics Professional Certificate,Google / Coursera,2026-03-23,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-12 06:20:00
f1cfc83f-359e-e84a-3f01-0e256ac08ccb,b9465130-9b58-e20a-7c8d-8aef30a04e0b,Meta Front-End Developer Professional Certificate,Meta / Coursera,2026-01-25,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-09-02 07:43:00
740da9d6-9b46-5e04-b4cf-dcd732a1c14d,392c5f42-3f20-3c22-7947-7aa80f1c0455,Docker Certified Associate,Docker / Mirantis,2025-01-14,,https://training.mirantis.com/,2026-09-10 13:59:00
376788ab-032a-0c06-4f55-b58e061893ec,39bbab8a-b281-738e-d7c7-d8e6a495430e,PCEP – Certified Entry-Level Python Programmer,Python Institute,2023-09-21,,https://pythoninstitute.org/pcep,2026-07-30 14:12:00
b84e203d-f261-2977-7fe5-4edd34d387dd,39bbab8a-b281-738e-d7c7-d8e6a495430e,"Oracle Certified Associate, Java SE Programmer",Oracle,2024-09-18,,https://education.oracle.com/,2026-07-30 14:12:00
34b0258b-cad2-b7c2-d0f6-4c6dfa2bdff7,7d10257c-b3f4-5487-f3bf-de5f8f16fac0,Google Data Analytics Professional Certificate,Google / Coursera,2025-10-21,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-16 12:01:00
