profile_id,user_id,programme,university,gpa,expected_graduation,year_of_study,internship_count,project_count,certification_count,target_role,career_interests,is_complete,created_at,updated_at
a9ab364a-1777-e8cb-7468-5b98d2fe2fde,d918b3e5-f2f2-5eef-1f45-dbfdf7dc67e0,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.24,June 2028,2,0,1,1,Software Developer,"{""Software Engineering"",""Backend Development"",""Mobile Development""}",False,2026-07-07 20:23:00,2026-07-07 20:23:00
4140752c-aa44-8259-5001-8b7b6d4067f4,50032b35-1857-8baf-bac7-e2b96a7e4c36,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),2.44,December 2026,4,1,3,0,Data Analyst,"{""Business Intelligence""}",False,2026-07-09 12:06:00,2026-07-09 12:06:00
b5a1b949-6788-4209-92ca-525a6de59332,9364f3d0-5024-bdc6-dcb3-3df313eecdc6,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.66,December 2027,4,2,3,1,Data Analyst,"{""Data Science"",""Business Intelligence""}",True,2026-08-11 14:51:00,2026-08-11 14:51:00
b3ecb951-ab8c-bf97-20b7-1785d02ce0c1,54170a17-caaa-5bbe-a4bb-f962606e0e1c,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),3.1,December 2028,2,0,2,1,Cloud Engineer,"{""DevOps"",""Infrastructure"",""Cloud Computing""}",False,2026-08-25 02:21:00,2026-08-25 02:21:00
c6b33fe6-1c76-bdf6-6c5a-6c93871c0884,9bdf90f2-ba2c-0f19-f0b2-a5d18c7e6f42,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.08,December 2028,2,0,1,0,Data Analyst,"{""Business Intelligence"",""Data Science"",""Data Analytics""}",False,2026-07-07 17:08:00,2026-07-07 17:08:00
5e368127-cca1-b45c-1fdd-980a45f18619,54f90429-a7de-02cc-dda4-f4a70c3ce284,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),2.19,December 2027,4,2,2,0,Data Analyst,"{""Business Intelligence"",""Data Science"",""Data Analytics""}",True,2026-08-19 20:34:00,2026-08-19 20:34:00
5c8ac066-cb2f-afa3-2c91-3a7ca3404f08,b34191b8-ed65-22b4-b5a5-f8e6b6391f04,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.63,June 2027,3,0,2,1,Cloud Engineer,"{""Cloud Computing"",""DevOps""}",True,2026-07-18 17:04:00,2026-07-18 17:04:00
f6729464-3f8e-a40a-6b0a-e0e39d896047,dd39d793-6257-a4a2-f204-be894a4b5563,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),3.43,June 2027,4,1,4,1,Data Analyst,"{""Business Intelligence""}",True,2026-07-21 20:10:00,2026-07-21 20:10:00
9c2dfa97-43ad-3d62-b17c-fb21cdbc2c1c,a4afe7bd-ae45-5cc6-b88e-830fde1e994a,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.6,December 2028,2,0,3,0,Web Developer,"{""Frontend Development""}",True,2026-09-10 19:11:00,2026-09-10 19:11:00
c1dd484a-aca5-8d95-915a-1c304b86b5a1,ca6fbff8-564c-fbd2-bc92-fd81039b058c,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.91,December 2028,2,0,1,0,Data Scientist,"{""Artificial Intelligence"",""Machine Learning"",""Data Science""}",False,2026-08-25 02:35:00,2026-08-25 02:35:00
8a0f9508-dfe2-c0a0-a96b-3c42f6d22a7b,aec76a82-148b-4376-602a-4e5760a399d4,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.73,June 2028,2,0,1,0,Web Developer,"{""Frontend Development"",""UI/UX"",""Web Development""}",True,2026-07-24 03:20:00,2026-07-24 03:20:00
24f43c62-b523-c0de-db87-d29c4cfd0fc1,39b02e2a-d96e-684f-3db0-174e7938878a,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),2.56,December 2027,3,0,2,0,Data Analyst,"{""Data Science"",""Business Intelligence"",""Data Analytics""}",True,2026-08-24 04:01:00,2026-08-24 04:01:00
f50d7a37-a44d-9fec-fd85-d7fa8ac97b01,e3ad64d4-eab9-eb02-2f1d-c1217d024c6d,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.16,June 2028,2,0,2,1,Software Developer,"{""Backend Development""}",True,2026-07-07 09:13:00,2026-07-07 09:13:00
735741e5-fe1a-1ba9-c896-9c5b45f8c28d,a255e1bb-0795-8c1f-538d-6b8cc607b1e9,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.36,December 2028,2,0,2,0,Cloud Engineer,"{""Cloud Computing"",""DevOps""}",False,2026-08-18 23:44:00,2026-08-18 23:44:00
ca6caf9b-0969-7101-8b2c-550a6b15c11b,b113d50b-dea0-50c6-eb9e-d274ec6a37ad,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.83,June 2027,3,1,1,1,Web Developer,"{""UI/UX""}",True,2026-09-08 05:16:00,2026-09-08 05:16:00
2edc017e-1df0-5d18-4e2d-62553d131a3d,1e2c2e7d-502c-f0ee-224a-66a6ac0f6801,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),2.69,December 2027,3,0,2,0,Cloud Engineer,"{""Infrastructure"",""DevOps"",""Cloud Computing""}",True,2026-08-19 23:16:00,2026-08-19 23:16:00
52daf681-2b1a-c76c-89ec-bc5198cbaa52,47f53019-8843-8de2-59cf-0b0d91f0647d,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.36,June 2027,3,0,0,0,Cybersecurity Analyst,"{""Network Security"",""Cybersecurity"",""Digital Forensics""}",False,2026-08-07 18:52:00,2026-08-07 18:52:00
c9ce44bd-7c3f-1add-da38-5db590eeb067,216e9fe5-93f3-7596-8c1c-8b0556771f36,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),2.66,December 2027,3,0,1,0,Data Analyst,"{""Data Analytics"",""Data Science""}",True,2026-07-14 06:22:00,2026-07-14 06:22:00
d90f74e9-06dd-f6ca-b0c3-0a59f0f7ad22,c76a8e0f-48f0-91f0-9b8b-38aeb89f3a92,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.97,December 2028,2,1,2,0,Data Analyst,"{""Data Analytics"",""Data Science"",""Business Intelligence""}",False,2026-09-17 02:23:00,2026-09-17 02:23:00
44cdbfdd-df9b-141e-c7f7-bda1bff15840,207e863f-5f32-d5d8-2abe-1585425e0259,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.46,December 2027,3,0,0,1,Web Developer,"{""Web Development"",""Frontend Development"",""UI/UX""}",False,2026-08-24 18:17:00,2026-08-24 18:17:00
01a1fb0f-268b-84b6-3ec0-a285cbc4ec0e,c2aef674-8beb-4e78-e683-73a3bb82b796,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.57,June 2027,3,0,1,0,Cloud Engineer,"{""Cloud Computing"",""Infrastructure""}",False,2026-07-04 16:57:00,2026-07-04 16:57:00
67863fb3-f3bc-9a71-07f4-fee52c82989f,fd9cfbb0-d1f1-6485-429a-4a7c4c80d33a,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.89,December 2028,2,0,4,1,Data Analyst,"{""Data Analytics"",""Business Intelligence"",""Data Science""}",True,2026-09-11 03:46:00,2026-09-11 03:46:00
9d37efb6-eafb-3e90-54ec-84ce002ccb25,7a5d7c82-86c5-547c-051a-00393803dcee,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.53,June 2029,1,0,1,0,Software Developer,"{""Software Engineering""}",True,2026-07-23 20:02:00,2026-07-23 20:02:00
9d17d218-fc3b-0de5-9812-62ac5683ede0,17d5b563-fa60-ede1-e5eb-772df11c0ac5,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.53,December 2026,4,1,4,0,Software Developer,"{""Mobile Development"",""Backend Development"",""Software Engineering""}",True,2026-07-04 23:43:00,2026-07-04 23:43:00
d1403430-567e-642e-052d-fb9a5f584603,e5a3d8e9-44c1-f1b5-ebbb-d76379a7e63b,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.49,December 2028,2,0,2,1,Data Scientist,"{""Machine Learning"",""Data Science"",""Artificial Intelligence""}",True,2026-07-30 13:35:00,2026-07-30 13:35:00
d0e656e5-9271-5f6e-fea8-2e3ab54401cb,95410a9d-090a-aa93-bc9a-79986365fc2a,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.68,December 2028,2,0,1,1,Data Analyst,"{""Business Intelligence"",""Data Science""}",True,2026-08-31 07:55:00,2026-08-31 07:55:00
5bf7dda1-7d7c-59a5-e6c1-1650ff02f5b0,57bd56c9-2240-063b-fed7-47beafd0d2f7,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.02,June 2027,3,1,2,1,Web Developer,"{""Web Development""}",True,2026-07-30 16:39:00,2026-07-30 16:39:00
0760801f-9c81-fc46-5bcd-236cc7774fae,613758c3-9c7f-aca6-2e67-1784702b7014,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.9,December 2026,4,1,2,1,Web Developer,"{""Web Development""}",True,2026-07-18 01:29:00,2026-07-18 01:29:00
7e0f60b2-2a06-1609-e599-bd3c0bb81d38,1b37ef19-b3bc-912f-5fb7-474e85a0d089,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.27,June 2028,2,0,1,0,Cloud Engineer,"{""Cloud Computing"",""DevOps"",""Infrastructure""}",True,2026-08-03 05:51:00,2026-08-03 05:51:00
ceed0ffc-6c21-835d-d8e8-b97ce0a25901,4932936e-88ad-dab1-d765-4a18e4d466eb,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.15,June 2029,1,0,2,0,Data Scientist,"{""Artificial Intelligence""}",False,2026-08-18 13:57:00,2026-08-18 13:57:00
84517303-e94d-4fbe-0653-1d4748677b30,b9567731-8a4c-fe1f-41af-eb2a62c8c3f4,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.98,June 2028,2,0,1,0,Cloud Engineer,"{""Cloud Computing""}",False,2026-09-01 10:29:00,2026-09-01 10:29:00
bab503fb-ddfc-d1d5-cb86-3deaf7222fbe,ea06f94b-e310-ff72-ad62-d0944c4d6e40,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),2.73,June 2029,1,0,1,0,Data Analyst,"{""Data Science"",""Business Intelligence""}",True,2026-09-10 13:49:00,2026-09-10 13:49:00
80499bbf-76f6-a778-2246-0ac94a7eebc2,db6f1c33-bbb4-c0ce-96f0-1335c5ab48da,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),3.21,June 2027,3,1,4,2,Data Analyst,"{""Data Science"",""Data Analytics"",""Business Intelligence""}",True,2026-09-03 09:21:00,2026-09-03 09:21:00
6198b718-c4c7-aab4-ca20-508d7b6c7129,cd638ba8-f03c-664b-3abf-9c656dd013f3,Bachelor of Computer Science (Cybersecurity),Swinburne University of Technology (INTI International College Subang),3.11,June 2028,2,0,1,0,Cybersecurity Analyst,"{""Network Security"",""Digital Forensics"",""Cybersecurity""}",True,2026-08-24 13:34:00,2026-08-24 13:34:00
ee462fcd-a829-907c-d9be-ccff33a315f3,02bdeabe-7060-78eb-7e8e-ed12a3ea21a2,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.67,June 2027,3,0,1,1,Cloud Engineer,"{""DevOps""}",False,2026-09-05 02:36:00,2026-09-05 02:36:00
2ecaf629-44e2-2691-92de-d495e4f1e8e8,37f3f32b-5a81-762a-5059-f77b79ff89d9,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.49,June 2027,3,0,0,2,Software Developer,"{""Mobile Development"",""Software Engineering"",""Backend Development""}",False,2026-07-26 02:01:00,2026-07-26 02:01:00
ce40483b-7915-ad7e-2648-c819bd1116ee,f58ab7c7-cccf-4130-2556-03d4323132fa,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.36,December 2027,3,0,0,1,Web Developer,"{""UI/UX""}",True,2026-07-19 06:31:00,2026-07-19 06:31:00
efd1b588-1054-b2d5-1876-35761a5ed196,65a4c79b-2aba-a4f9-35e8-0364147f1f67,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),2.96,December 2029,1,0,2,1,Cloud Engineer,"{""Cloud Computing"",""DevOps""}",True,2026-09-09 10:50:00,2026-09-09 10:50:00
ba23b07a-703c-1286-b717-14cd200291bb,44e9f8fb-4838-a888-1a2e-9864f8eaca36,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.25,December 2028,2,0,4,3,Cloud Engineer,"{""DevOps"",""Cloud Computing"",""Infrastructure""}",True,2026-07-03 01:50:00,2026-07-03 01:50:00
df9d3910-2dbb-45bd-2138-e2e6f013a170,d5cf3b4c-0b34-fc84-1111-ee29a8ad1539,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.75,December 2029,1,0,1,1,Data Analyst,"{""Data Analytics"",""Business Intelligence""}",True,2026-07-25 12:22:00,2026-07-25 12:22:00
b3edd6ed-b089-4de4-e626-7164d3616b3a,7cffae92-2c43-5667-7b87-4b4acafbc4fe,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.24,June 2028,2,0,1,1,Data Scientist,"{""Data Science"",""Machine Learning"",""Artificial Intelligence""}",True,2026-07-06 04:40:00,2026-07-06 04:40:00
9f7fae0c-7ba7-9d05-8c7e-29044237692a,c017466e-85f4-c0a2-8be2-7516342c5348,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.73,December 2027,3,0,3,0,Software Developer,"{""Mobile Development"",""Backend Development"",""Software Engineering""}",True,2026-09-14 07:38:00,2026-09-14 07:38:00
3b1d0181-9cc3-c1f5-9129-bc759b08e5a8,44511ba0-9df0-34d3-9caa-d37cfc6795e2,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.24,June 2027,3,1,4,1,Software Developer,"{""Software Engineering"",""Mobile Development"",""Backend Development""}",True,2026-07-12 08:29:00,2026-07-12 08:29:00
da948e70-2537-41e4-0966-8d0859595d27,a73d2746-0e18-ab96-25f4-1dd62f51ac6e,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.29,June 2026,4,2,4,1,Cybersecurity Analyst,"{""Network Security""}",True,2026-08-08 20:18:00,2026-08-08 20:18:00
17b4e75b-e9d1-8ec2-33bc-b8a9c71d4564,0992b886-c8f2-16c1-5fcc-997d1cbb304b,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.96,December 2028,2,0,1,0,Software Developer,"{""Backend Development""}",True,2026-09-03 14:15:00,2026-09-03 14:15:00
c438eae0-b5d0-b595-a4f8-9e23af39f2ce,4f75d45a-74a1-2a0d-18e6-3a5577e0ee02,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.72,December 2028,2,0,1,0,Cybersecurity Analyst,"{""Cybersecurity""}",False,2026-07-20 06:03:00,2026-07-20 06:03:00
4cbb7460-510c-8c48-e09e-f2a3ae77e249,34a63e76-3217-3525-7279-101c93f3503d,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.43,December 2027,3,1,1,0,Web Developer,"{""Web Development"",""UI/UX""}",True,2026-08-14 12:02:00,2026-08-14 12:02:00
fbcbd6ec-86c2-ad8f-bb36-07b0baed6f49,245fd841-147f-0413-b0c4-6ddcf63471f8,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.01,June 2027,3,0,3,1,Data Analyst,"{""Business Intelligence"",""Data Science"",""Data Analytics""}",True,2026-08-06 00:52:00,2026-08-06 00:52:00
96b6a287-ac00-f929-bbfb-f76c3de667f9,bfc46c0e-acdf-e0ff-c5ed-3982760b3673,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),3.14,June 2027,3,0,2,1,Data Analyst,"{""Business Intelligence"",""Data Analytics""}",False,2026-09-09 09:21:00,2026-09-09 09:21:00
638644e0-7d3e-5830-3d0d-5c8f97cb4585,ff12fe28-b840-d136-067e-4b72316e8645,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.88,June 2027,4,1,3,3,Data Scientist,"{""Data Science""}",True,2026-09-03 03:13:00,2026-09-03 03:13:00
ad463549-bf41-13cb-32e1-5f176b47ed61,5372ebed-946b-4482-97bb-9fbf71dfc82c,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.49,June 2028,2,0,3,2,Software Developer,"{""Mobile Development"",""Software Engineering"",""Backend Development""}",True,2026-07-30 12:45:00,2026-07-30 12:45:00
86d4aba8-805f-0892-7c79-5dd973d12f3e,5860c4f4-5f70-b951-1038-f6760df1172a,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.24,June 2027,3,1,3,0,Web Developer,"{""Frontend Development"",""Web Development""}",True,2026-08-08 00:25:00,2026-08-08 00:25:00
5b7e24ca-722b-4439-3869-d3c9d743b5a8,9e15ebcc-66d1-37f6-0659-010a4ede79b6,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.04,December 2027,3,1,2,1,Software Developer,"{""Software Engineering"",""Mobile Development""}",True,2026-07-26 04:54:00,2026-07-26 04:54:00
f4852088-e97f-b025-a2e1-17986b65450b,5c75352c-45cd-b96b-0d8a-16f329ce9bfa,Bachelor of Computer Science (Cybersecurity),Swinburne University of Technology (INTI International College Subang),3.31,June 2026,4,2,4,2,Cybersecurity Analyst,"{""Digital Forensics"",""Cybersecurity""}",True,2026-09-07 06:48:00,2026-09-07 06:48:00
fa549893-e476-231a-ecdf-d364bdce7f65,1a0a7680-fa42-156e-972e-c23eb1edf3d3,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.07,December 2027,3,1,2,1,Software Developer,"{""Backend Development""}",True,2026-08-13 15:50:00,2026-08-13 15:50:00
e90f4137-15be-bdd0-97b0-27ce4fe5c13b,a5e8c198-3c10-316d-3f63-a0653e85c8c4,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),2.87,June 2027,3,0,3,1,Data Analyst,"{""Data Science"",""Business Intelligence""}",True,2026-07-22 09:40:00,2026-07-22 09:40:00
23fbc01f-d7be-7b4f-b967-6dc6d6fdd1a5,f17312f4-659a-e9f2-171e-5028e2be80e1,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),2.87,December 2027,3,0,2,2,Cloud Engineer,"{""DevOps"",""Cloud Computing""}",True,2026-07-17 02:48:00,2026-07-17 02:48:00
690a7b80-af8d-888d-9811-70c1d8d2660e,214dc588-c35e-a18a-a630-b287d4a39a51,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.7,December 2027,3,0,1,0,Web Developer,"{""Web Development"",""Frontend Development""}",False,2026-08-03 14:55:00,2026-08-03 14:55:00
8e978ce1-1864-3b6a-12b3-c5eb41980029,98e1d54c-bc71-5183-6c5c-cba7b55d2fc1,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.99,June 2026,4,1,3,1,Data Scientist,"{""Machine Learning"",""Data Science""}",True,2026-08-30 21:05:00,2026-08-30 21:05:00
f455af73-c0a7-ad9c-a5ac-cd5a48f18eed,67037089-c78c-d2c3-6374-ed1429b67b14,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.59,December 2027,3,0,1,1,Software Developer,"{""Software Engineering"",""Mobile Development""}",True,2026-08-10 08:22:00,2026-08-10 08:22:00
1ddea07d-651a-6277-017f-319f04961795,88ccddbc-6f0d-7229-1b38-7c72ac648459,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.5,December 2027,4,1,3,1,Cloud Engineer,"{""Cloud Computing"",""DevOps""}",False,2026-08-22 07:27:00,2026-08-22 07:27:00
ad4b24ec-5b67-3a25-42c4-5041e1831003,5bd972c7-04a4-34e7-ffcf-956e0c0b6cd1,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.63,June 2028,2,0,3,1,Data Analyst,"{""Data Science""}",True,2026-07-09 20:31:00,2026-07-09 20:31:00
cfd42949-e33e-a976-5862-5813b28d7506,71305648-a6eb-e702-9e41-8884c9d0c0fc,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.92,December 2027,3,0,1,1,Software Developer,"{""Backend Development"",""Software Engineering"",""Mobile Development""}",True,2026-07-11 10:15:00,2026-07-11 10:15:00
da317fd7-9a02-78a6-1e67-73d7f3aa972b,ebf45b9d-5e8c-8bbf-8f1c-5f8cf1ae8af9,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.91,June 2029,1,0,0,0,Web Developer,"{""Frontend Development"",""UI/UX"",""Web Development""}",True,2026-09-12 18:53:00,2026-09-12 18:53:00
1d59598c-174d-6b87-41d6-676a61cb78c3,513ff9a9-8724-91ca-dc11-eb1306289878,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),2.85,June 2028,2,0,2,2,Data Analyst,"{""Data Analytics""}",True,2026-09-08 14:44:00,2026-09-08 14:44:00
3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,ae38cf46-47f8-6de4-c227-e0f205106943,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.27,June 2027,4,1,5,3,Web Developer,"{""Web Development""}",True,2026-07-29 16:59:00,2026-07-29 16:59:00
1182e8e7-c907-0c97-3385-db3be893786d,a3fb6609-334b-92a2-f9fc-9c3f32063388,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.03,December 2028,2,0,2,1,Cybersecurity Analyst,"{""Digital Forensics"",""Network Security""}",True,2026-09-16 08:38:00,2026-09-16 08:38:00
44b1a1ee-7948-36f2-7eaa-b0a1f4ac27ef,b734d467-7bb9-5b07-b1cb-62d0868592d2,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.48,June 2027,4,0,3,1,Software Developer,"{""Backend Development"",""Software Engineering"",""Mobile Development""}",True,2026-07-27 16:29:00,2026-07-27 16:29:00
0835075f-2d79-8f3e-8d8b-4c60acc54c62,1ab444a7-2be2-6bd1-17de-ace84dfd3ecd,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.38,December 2027,4,1,2,2,Cloud Engineer,"{""DevOps"",""Infrastructure""}",True,2026-07-26 11:22:00,2026-07-26 11:22:00
2babba12-294f-513f-d770-a46e4775d7ab,d2077bc4-7885-8b6d-23e7-cd20700ea842,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.47,June 2027,3,1,3,1,Data Scientist,"{""Artificial Intelligence""}",True,2026-07-17 03:14:00,2026-07-17 03:14:00
cab21438-8557-ec6c-0a23-b722c2afba28,c976ec61-a4c3-1af7-514a-36bf47334b73,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.11,December 2028,2,1,2,1,Data Scientist,"{""Machine Learning"",""Artificial Intelligence"",""Data Science""}",True,2026-08-06 09:48:00,2026-08-06 09:48:00
b4e10c33-a186-1de1-5c85-a58cd0290d6b,ebe55cc4-08d5-7cf7-7a4c-38ef3e0ad66d,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.3,December 2026,4,1,2,0,Cloud Engineer,"{""DevOps"",""Infrastructure"",""Cloud Computing""}",False,2026-09-17 00:32:00,2026-09-17 00:32:00
238c8712-eccf-3b91-e352-09a0d5de293b,b9a807ba-66dc-e997-b2c4-54a4dedbcef9,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.17,June 2027,3,1,4,1,Cybersecurity Analyst,"{""Cybersecurity"",""Network Security"",""Digital Forensics""}",True,2026-08-06 08:52:00,2026-08-06 08:52:00
